User_id,Extension,TipoMov,fecha
70,-8,1,1/5/2023 18:02
70,9,0,1/6/2023 16:32
70,-7,1,1/7/2023 21:13
70,-2,0,1/9/2023 19:02
70,-3,1,1/11/2023 0:48
70,-8,0,1/17/2023 6:03
70,6,1,1/20/2023 10:28
70,-2,0,1/21/2023 16:50
70,7,1,1/24/2023 1:06
70,-10,0,1/31/2023 15:16
70,8,1,2/1/2023 18:35
70,-5,0,2/1/2023 20:10
70,6,1,2/2/2023 12:15
70,-5,0,2/3/2023 20:46
70,6,1,2/10/2023 4:27
70,7,0,2/23/2023 10:35
70,6,1,2/27/2023 14:05
70,-4,0,2/28/2023 23:02
70,4,1,3/2/2023 16:08
70,-6,0,3/3/2023 9:26
70,0,1,3/6/2023 14:13
70,6,0,3/22/2023 2:15
70,2,1,3/22/2023 3:31
70,5,0,3/29/2023 7:51
70,-6,1,4/12/2023 13:19
70,-3,0,4/26/2023 1:24
70,-5,1,4/26/2023 23:49
70,-3,0,5/3/2023 6:17
70,6,1,5/13/2023 7:36
70,3,0,5/14/2023 2:26
70,9,1,5/17/2023 1:32
70,-5,0,6/9/2023 6:49
70,4,1,6/11/2023 0:46
70,-5,0,6/13/2023 9:22
70,7,1,6/15/2023 18:41
70,7,0,6/17/2023 11:40
70,7,1,6/26/2023 11:34
70,6,0,6/27/2023 22:44
70,-8,1,7/3/2023 0:45
70,-1,0,7/6/2023 10:12
70,7,1,7/7/2023 6:12
70,6,0,7/18/2023 18:14
70,-9,1,7/20/2023 8:04
70,7,0,7/20/2023 18:18
70,-6,1,7/22/2023 0:33
70,1,0,7/23/2023 9:06
70,7,1,8/18/2023 12:17
70,-7,0,8/19/2023 12:03
70,4,1,8/21/2023 9:02
70,-3,0,9/6/2023 22:32
70,4,1,9/14/2023 2:12
70,-10,0,9/17/2023 16:59
70,9,1,9/21/2023 8:14
70,4,0,9/30/2023 0:23
70,-4,1,10/3/2023 9:20
70,-4,0,10/9/2023 9:02
70,3,1,10/10/2023 15:15
70,0,0,10/12/2023 5:39
70,-6,1,10/12/2023 6:28
70,-5,0,10/18/2023 2:23
70,3,1,10/19/2023 22:56
70,-7,0,10/21/2023 5:43
70,-10,1,10/23/2023 11:14
70,8,0,10/30/2023 6:04
70,-3,1,10/30/2023 14:14
70,3,0,11/3/2023 23:14
70,7,1,11/11/2023 14:21
70,-6,0,11/18/2023 17:44
70,5,1,11/19/2023 10:40
70,-7,0,11/21/2023 23:46
70,8,1,11/23/2023 15:09
70,0,0,12/5/2023 8:39
70,6,1,12/8/2023 8:07
70,-7,0,12/16/2023 21:30
70,-8,1,12/22/2023 22:42
70,0,0,12/27/2023 19:44
70,-8,1,12/28/2023 12:47
70,-5,0,1/10/2024 7:14
70,-6,1,1/11/2024 22:36
70,-4,0,1/21/2024 16:46
70,3,1,1/25/2024 1:38
70,-7,0,1/30/2024 16:51
70,-10,1,2/25/2024 4:02
70,7,0,2/29/2024 19:42
70,-8,1,3/12/2024 1:48
70,-2,0,3/26/2024 2:42
70,-9,1,4/1/2024 6:13
70,-10,0,4/5/2024 9:08
70,9,1,4/10/2024 4:10
70,0,0,4/20/2024 2:02
70,-2,1,4/26/2024 3:39
70,0,0,4/30/2024 18:25
70,-10,1,5/1/2024 0:37
70,1,0,5/1/2024 5:01
70,7,1,5/5/2024 7:00
70,3,0,5/5/2024 19:18
70,4,1,5/6/2024 16:45
70,0,0,5/18/2024 14:09
70,-4,1,5/20/2024 8:29
70,-3,0,5/20/2024 17:30
70,5,1,5/25/2024 4:55
70,-2,0,6/3/2024 3:11
70,-6,1,6/6/2024 0:05
70,8,0,6/12/2024 5:34
70,-2,1,6/15/2024 2:11
70,1,0,6/16/2024 6:18
70,9,1,6/19/2024 16:57
70,-8,0,6/22/2024 2:38
70,-5,1,6/22/2024 9:42
70,8,0,6/22/2024 10:43
70,-3,1,6/23/2024 15:00
70,2,0,7/1/2024 9:42
70,-10,1,7/5/2024 16:10
70,-7,0,7/6/2024 4:31
70,5,1,7/6/2024 23:42
70,-9,0,7/7/2024 9:25
70,-9,1,7/9/2024 2:43
70,-3,0,7/12/2024 16:28
70,1,1,7/18/2024 3:43
70,-10,0,7/30/2024 10:05
70,5,1,7/31/2024 2:06
70,-2,0,7/31/2024 14:02
70,-6,1,8/5/2024 21:39
70,9,0,8/5/2024 22:27
70,5,1,8/9/2024 14:33
70,6,0,8/12/2024 20:55
70,-4,1,8/15/2024 7:25
70,-9,0,8/21/2024 1:07
70,2,1,8/25/2024 3:13
70,-4,0,8/28/2024 18:21
70,9,1,9/12/2024 22:26
70,8,0,9/13/2024 23:45
70,4,1,9/14/2024 7:43
70,3,0,9/18/2024 21:12
70,-6,1,9/21/2024 3:46
70,1,0,9/21/2024 12:46
70,-2,1,9/26/2024 12:56
71,4,0,1/8/2023 11:11
71,1,1,1/13/2023 4:44
71,5,0,1/15/2023 22:27
71,6,1,1/18/2023 11:41
71,5,0,1/21/2023 2:31
71,8,1,1/22/2023 17:21
71,-8,0,1/22/2023 18:15
71,8,1,1/24/2023 9:16
71,8,0,1/30/2023 2:02
71,-7,1,2/2/2023 12:25
71,7,0,2/8/2023 0:40
71,8,1,2/17/2023 12:06
71,9,0,2/20/2023 12:08
71,-8,1,2/27/2023 6:15
71,-6,0,2/28/2023 19:56
71,-3,1,3/2/2023 18:01
71,7,0,3/3/2023 8:47
71,1,1,3/3/2023 9:43
71,5,0,3/8/2023 16:55
71,0,1,3/15/2023 14:44
71,-2,0,3/15/2023 23:59
71,9,1,3/19/2023 14:09
71,1,0,3/21/2023 1:41
71,-2,1,3/21/2023 7:38
71,-4,0,3/26/2023 8:40
71,-8,1,3/31/2023 15:19
71,9,0,4/2/2023 14:00
71,9,1,4/5/2023 3:46
71,-1,0,4/5/2023 17:06
71,6,1,4/16/2023 2:46
71,-7,0,4/18/2023 6:20
71,-5,1,4/18/2023 7:30
71,9,0,4/21/2023 21:55
71,1,1,4/23/2023 12:05
71,-3,0,5/2/2023 21:16
71,1,1,5/4/2023 8:18
71,-2,0,5/4/2023 9:50
71,4,1,5/17/2023 6:50
71,-10,0,5/19/2023 20:59
71,2,1,5/22/2023 15:15
71,-9,0,5/31/2023 1:43
71,9,1,6/5/2023 7:42
71,0,0,6/7/2023 7:40
71,3,1,6/10/2023 13:29
71,-8,0,6/15/2023 20:48
71,3,1,6/16/2023 15:14
71,0,0,6/19/2023 1:31
71,-7,1,6/19/2023 7:35
71,9,0,6/24/2023 11:41
71,-4,1,6/24/2023 15:16
71,9,0,6/25/2023 5:42
71,-2,1,7/11/2023 9:32
71,-1,0,7/16/2023 2:20
71,-3,1,7/27/2023 6:30
71,-8,0,7/29/2023 10:36
71,1,1,8/1/2023 2:20
71,-3,0,8/12/2023 5:19
71,-1,1,8/14/2023 21:33
71,0,0,8/20/2023 1:08
71,-1,1,8/21/2023 6:46
71,3,0,8/30/2023 7:27
71,-6,1,8/30/2023 12:39
71,3,0,9/16/2023 14:16
71,-10,1,9/24/2023 11:35
71,1,0,9/26/2023 8:35
71,-7,1,9/27/2023 13:34
71,-3,0,10/11/2023 21:24
71,-9,1,10/17/2023 7:43
71,2,0,10/24/2023 1:02
71,4,1,10/27/2023 12:42
71,0,0,11/1/2023 8:33
71,-6,1,11/9/2023 0:52
71,-8,0,11/18/2023 15:43
71,9,1,11/21/2023 10:20
71,1,0,11/22/2023 15:34
71,-4,1,11/24/2023 6:36
71,6,0,11/24/2023 10:38
71,-8,1,11/29/2023 14:42
71,-8,0,11/29/2023 19:21
71,-1,1,12/3/2023 14:29
71,5,0,12/8/2023 6:04
71,-6,1,12/11/2023 8:16
71,-5,0,12/21/2023 7:19
71,-10,1,12/23/2023 21:39
71,1,0,12/26/2023 22:22
71,9,1,1/3/2024 22:46
71,-8,0,1/4/2024 6:08
71,6,1,1/22/2024 5:50
71,1,0,1/29/2024 0:08
71,6,1,1/30/2024 10:17
71,8,0,2/18/2024 4:59
71,6,1,2/19/2024 21:32
71,9,0,2/25/2024 20:30
71,-6,1,2/26/2024 12:03
71,1,0,3/9/2024 2:12
71,-2,1,3/25/2024 15:55
71,8,0,4/4/2024 22:31
71,-4,1,4/8/2024 2:49
71,-3,0,4/10/2024 9:38
71,-5,1,4/12/2024 1:27
71,-4,0,4/14/2024 7:51
71,-9,1,4/29/2024 19:49
71,4,0,5/10/2024 17:26
71,1,1,5/16/2024 18:29
71,-4,0,5/18/2024 23:15
71,7,1,5/23/2024 23:08
71,4,0,5/28/2024 23:24
71,-9,1,5/31/2024 6:24
71,-2,0,6/7/2024 15:05
71,-7,1,6/7/2024 23:17
71,-8,0,6/9/2024 12:40
71,-8,1,6/9/2024 15:31
71,0,0,6/14/2024 17:41
71,-8,1,6/16/2024 15:12
71,-2,0,6/18/2024 15:44
71,1,1,6/22/2024 2:02
71,-8,0,7/1/2024 17:04
71,-2,1,7/6/2024 2:21
71,7,0,7/8/2024 19:13
71,-9,1,7/10/2024 4:04
71,-8,0,7/15/2024 16:41
71,0,1,7/19/2024 3:24
71,-10,0,7/26/2024 7:56
71,9,1,7/27/2024 1:08
71,1,0,8/1/2024 23:32
71,5,1,8/9/2024 11:25
71,5,0,8/13/2024 8:49
71,-9,1,8/18/2024 18:26
71,3,0,8/27/2024 0:17
71,-3,1,8/29/2024 21:53
71,9,0,8/31/2024 13:58
71,-5,1,9/5/2024 8:55
71,-7,0,9/5/2024 18:48
71,1,1,9/11/2024 10:27
71,8,0,9/20/2024 22:11
71,-4,1,9/23/2024 23:21
71,-1,0,9/24/2024 2:28
71,7,1,9/24/2024 8:46
71,4,0,9/28/2024 23:43
72,-6,1,1/5/2023 18:42
72,-7,0,1/14/2023 6:07
72,8,1,1/18/2023 15:31
72,-5,0,2/1/2023 15:13
72,-10,1,2/2/2023 7:33
72,2,0,2/7/2023 4:19
72,-3,1,2/15/2023 8:40
72,1,0,2/15/2023 15:02
72,-1,1,2/15/2023 20:14
72,7,0,2/18/2023 7:59
72,-6,1,2/24/2023 7:38
72,-8,0,2/26/2023 16:49
72,-7,1,2/27/2023 4:04
72,-7,0,2/27/2023 19:42
72,7,1,3/27/2023 3:02
72,-4,0,3/29/2023 8:46
72,-4,1,4/2/2023 11:24
72,3,0,4/7/2023 4:01
72,-9,1,4/12/2023 2:50
72,-5,0,4/17/2023 14:28
72,-10,1,5/2/2023 12:25
72,5,0,5/10/2023 6:46
72,1,1,5/16/2023 20:58
72,-10,0,5/16/2023 23:03
72,4,1,5/20/2023 9:42
72,-7,0,5/30/2023 2:53
72,9,1,6/4/2023 6:34
72,-6,0,6/5/2023 0:11
72,-7,1,6/6/2023 14:52
72,-1,0,6/6/2023 20:10
72,9,1,6/8/2023 0:24
72,-9,0,6/15/2023 11:31
72,-1,1,6/21/2023 21:24
72,-5,0,6/25/2023 23:47
72,2,1,7/4/2023 20:41
72,0,0,7/8/2023 17:31
72,-6,1,7/9/2023 13:06
72,-9,0,7/9/2023 18:21
72,7,1,7/13/2023 9:50
72,8,0,7/13/2023 22:45
72,-5,1,7/23/2023 7:30
72,4,0,7/23/2023 11:15
72,-2,1,8/4/2023 13:13
72,-1,0,8/9/2023 8:16
72,6,1,8/11/2023 16:00
72,6,0,8/24/2023 23:07
72,-7,1,8/26/2023 0:43
72,9,0,8/27/2023 11:39
72,-5,1,9/8/2023 20:08
72,6,0,9/10/2023 3:58
72,8,1,9/12/2023 22:21
72,-9,0,9/14/2023 6:37
72,9,1,9/17/2023 15:17
72,-2,0,9/19/2023 17:17
72,-7,1,9/22/2023 21:01
72,3,0,9/25/2023 1:28
72,-6,1,9/26/2023 16:18
72,9,0,9/29/2023 15:47
72,-4,1,10/4/2023 1:47
72,0,0,10/9/2023 10:42
72,4,1,10/11/2023 2:04
72,-7,0,10/17/2023 3:29
72,6,1,10/31/2023 1:10
72,1,0,11/4/2023 19:29
72,6,1,11/6/2023 9:15
72,7,0,11/13/2023 10:28
72,-6,1,11/13/2023 12:46
72,5,0,11/14/2023 10:36
72,-1,1,11/14/2023 11:35
72,-4,0,11/22/2023 17:31
72,-3,1,11/23/2023 22:33
72,1,0,11/25/2023 7:14
72,-6,1,12/4/2023 19:10
72,-10,0,12/6/2023 7:56
72,-7,1,12/7/2023 20:24
72,-8,0,12/20/2023 13:06
72,0,1,1/1/2024 2:23
72,5,0,1/14/2024 17:21
72,-4,1,1/16/2024 21:54
72,-8,0,1/18/2024 8:17
72,-3,1,1/25/2024 13:51
72,-6,0,1/31/2024 18:31
72,-3,1,2/1/2024 13:41
72,4,0,2/1/2024 23:37
72,-10,1,2/5/2024 23:35
72,3,0,2/8/2024 7:47
72,5,1,2/8/2024 11:18
72,-9,0,2/18/2024 14:15
72,2,1,2/18/2024 16:20
72,5,0,2/27/2024 8:32
72,1,1,3/4/2024 1:40
72,3,0,3/5/2024 2:29
72,5,1,3/5/2024 18:55
72,-1,0,3/9/2024 17:24
72,4,1,3/11/2024 17:47
72,2,0,3/18/2024 19:33
72,8,1,3/19/2024 12:34
72,2,0,3/20/2024 16:12
72,-5,1,3/20/2024 22:15
72,-6,0,3/20/2024 23:38
72,9,1,4/1/2024 18:57
72,-1,0,4/4/2024 3:30
72,5,1,4/5/2024 2:27
72,-4,0,4/9/2024 3:56
72,3,1,4/13/2024 4:02
72,5,0,4/23/2024 5:04
72,6,1,4/25/2024 20:48
72,0,0,5/5/2024 12:17
72,-9,1,5/19/2024 10:28
72,3,0,5/21/2024 11:23
72,4,1,5/22/2024 9:05
72,1,0,5/27/2024 16:16
72,-5,1,5/30/2024 6:09
72,4,0,5/30/2024 20:56
72,2,1,6/2/2024 20:57
72,6,0,6/10/2024 18:11
72,1,1,6/14/2024 16:47
72,7,0,6/19/2024 0:31
72,3,1,6/21/2024 16:52
72,-5,0,6/26/2024 15:27
72,-1,1,7/3/2024 14:22
72,-3,0,7/5/2024 1:50
72,-2,1,7/6/2024 10:03
72,-8,0,7/7/2024 16:57
72,4,1,7/8/2024 0:45
72,-9,0,7/9/2024 4:52
72,0,1,7/10/2024 7:21
72,-2,0,7/17/2024 19:39
72,3,1,7/25/2024 4:35
72,-10,0,7/26/2024 19:17
72,6,1,7/27/2024 5:06
72,2,0,8/4/2024 13:45
72,-9,1,8/10/2024 13:00
72,-8,0,8/16/2024 12:05
72,1,1,8/20/2024 7:04
72,5,0,8/22/2024 9:24
72,-6,1,9/7/2024 0:09
72,0,0,9/10/2024 0:55
72,-3,1,9/22/2024 10:00
72,9,0,9/26/2024 18:03
72,1,1,9/27/2024 12:46
72,0,0,9/28/2024 13:33
72,-10,1,9/30/2024 3:34
73,-5,0,1/4/2023 16:15
73,-5,1,1/12/2023 6:09
73,8,0,1/12/2023 23:37
73,1,1,1/13/2023 14:26
73,4,0,1/18/2023 0:41
73,-1,1,1/20/2023 15:50
73,2,0,1/22/2023 0:56
73,8,1,1/25/2023 0:43
73,8,0,1/28/2023 4:51
73,6,1,2/5/2023 8:53
73,-9,0,2/6/2023 11:19
73,-4,1,2/8/2023 10:33
73,0,0,2/8/2023 14:30
73,1,1,2/12/2023 20:56
73,-4,0,2/20/2023 11:26
73,8,1,3/13/2023 11:54
73,1,0,3/17/2023 23:30
73,9,1,3/19/2023 17:09
73,0,0,3/29/2023 14:08
73,-10,1,3/29/2023 15:35
73,4,0,4/2/2023 1:09
73,-4,1,4/3/2023 17:29
73,-7,0,4/11/2023 22:45
73,4,1,4/15/2023 4:33
73,0,0,4/22/2023 11:57
73,6,1,4/24/2023 17:51
73,-4,0,5/14/2023 23:34
73,3,1,5/15/2023 18:05
73,-10,0,5/28/2023 16:37
73,5,1,5/29/2023 3:15
73,1,0,5/29/2023 20:13
73,-2,1,6/14/2023 4:31
73,-5,0,6/20/2023 6:34
73,3,1,6/22/2023 10:42
73,8,0,6/25/2023 7:43
73,-8,1,7/7/2023 23:49
73,9,0,7/8/2023 14:56
73,-10,1,7/9/2023 4:36
73,-6,0,7/21/2023 14:13
73,-10,1,7/24/2023 8:42
73,9,0,7/27/2023 14:10
73,4,1,7/29/2023 9:53
73,-3,0,7/30/2023 2:12
73,3,1,8/2/2023 1:40
73,-7,0,8/4/2023 22:24
73,-9,1,8/20/2023 6:19
73,3,0,9/5/2023 5:22
73,-6,1,9/29/2023 18:56
73,1,0,10/22/2023 14:49
73,8,1,11/19/2023 0:04
73,3,0,11/19/2023 23:50
73,-7,1,11/21/2023 16:00
73,-1,0,11/23/2023 19:46
73,-1,1,11/24/2023 20:24
73,9,0,11/26/2023 16:51
73,-9,1,11/30/2023 14:18
73,3,0,12/1/2023 16:39
73,-1,1,12/3/2023 1:47
73,5,0,12/3/2023 17:45
73,0,1,12/6/2023 0:27
73,-5,0,12/6/2023 4:24
73,-4,1,12/7/2023 2:33
73,1,0,12/10/2023 21:14
73,6,1,12/12/2023 7:10
73,-2,0,12/14/2023 20:24
73,-10,1,12/21/2023 22:49
73,7,0,12/29/2023 1:47
73,2,1,1/5/2024 0:44
73,2,0,1/10/2024 5:18
73,1,1,1/10/2024 17:17
73,-2,0,1/12/2024 23:07
73,8,1,1/13/2024 8:22
73,3,0,1/16/2024 3:43
73,4,1,1/17/2024 11:55
73,-6,0,1/18/2024 1:38
73,-6,1,1/24/2024 16:38
73,-6,0,1/28/2024 10:51
73,-10,1,2/3/2024 16:18
73,-5,0,2/6/2024 12:30
73,1,1,2/7/2024 13:35
73,-5,0,2/9/2024 9:25
73,-8,1,2/11/2024 9:32
73,3,0,2/12/2024 4:55
73,5,1,2/27/2024 4:02
73,6,0,3/1/2024 21:42
73,2,1,3/2/2024 9:13
73,-7,0,3/10/2024 6:58
73,0,1,3/11/2024 6:54
73,6,0,3/13/2024 1:45
73,5,1,3/19/2024 10:50
73,7,0,3/24/2024 4:54
73,4,1,3/26/2024 17:07
73,3,0,4/1/2024 0:02
73,0,1,4/2/2024 12:26
73,0,0,4/5/2024 16:16
73,-2,1,4/15/2024 7:47
73,6,0,4/20/2024 0:25
73,-9,1,4/21/2024 17:41
73,2,0,4/22/2024 22:53
73,-2,1,4/23/2024 19:59
73,9,0,4/23/2024 23:54
73,-9,1,5/1/2024 18:58
73,-6,0,5/2/2024 19:58
73,-2,1,5/3/2024 11:36
73,6,0,5/3/2024 14:10
73,-1,1,5/7/2024 10:06
73,-10,0,5/19/2024 0:50
73,-10,1,5/23/2024 15:48
73,-5,0,5/28/2024 18:24
73,4,1,5/29/2024 22:29
73,-7,0,5/30/2024 13:25
73,-8,1,6/6/2024 2:54
73,8,0,6/13/2024 8:44
73,9,1,6/18/2024 2:53
73,7,0,6/27/2024 15:52
73,-5,1,7/9/2024 23:25
73,-3,0,7/26/2024 23:07
73,-8,1,8/2/2024 16:36
73,2,0,8/2/2024 19:59
73,-7,1,8/7/2024 12:07
73,-5,0,8/14/2024 2:07
73,8,1,8/14/2024 11:33
73,3,0,8/15/2024 11:02
73,9,1,8/18/2024 5:25
73,8,0,8/22/2024 16:45
73,2,1,8/25/2024 11:44
73,-4,0,8/27/2024 10:29
73,1,1,8/31/2024 14:02
73,-3,0,9/3/2024 11:40
73,-1,1,9/7/2024 13:47
73,6,0,9/10/2024 11:49
73,0,1,9/13/2024 6:35
73,7,0,9/14/2024 21:13
73,0,1,9/19/2024 21:43
73,-7,0,9/20/2024 8:17
73,5,1,9/21/2024 22:32
73,-5,0,9/25/2024 21:24
73,-9,1,9/26/2024 10:20
74,-2,0,1/3/2023 0:06
74,-7,1,1/11/2023 21:17
74,8,0,1/19/2023 8:15
74,8,1,1/28/2023 9:33
74,-6,0,1/28/2023 23:01
74,-5,1,2/1/2023 2:38
74,-7,0,2/10/2023 22:17
74,-10,1,2/11/2023 6:03
74,5,0,2/22/2023 3:05
74,-5,1,2/22/2023 19:40
74,-4,0,2/24/2023 14:44
74,-6,1,3/4/2023 21:01
74,-8,0,3/11/2023 23:35
74,7,1,3/16/2023 12:30
74,8,0,3/18/2023 9:02
74,-8,1,3/22/2023 9:10
74,-9,0,3/30/2023 3:17
74,6,1,3/31/2023 20:48
74,-3,0,4/3/2023 13:05
74,-4,1,4/6/2023 4:49
74,7,0,4/14/2023 15:37
74,2,1,4/18/2023 20:31
74,0,0,4/24/2023 12:57
74,-5,1,4/28/2023 10:51
74,5,0,5/2/2023 13:44
74,3,1,5/3/2023 2:53
74,-9,0,5/6/2023 5:51
74,9,1,5/18/2023 7:03
74,7,0,5/22/2023 15:00
74,8,1,5/26/2023 9:57
74,5,0,6/9/2023 19:39
74,3,1,6/17/2023 21:53
74,-5,0,6/27/2023 16:03
74,9,1,7/4/2023 0:03
74,-3,0,7/4/2023 17:18
74,-5,1,7/15/2023 23:46
74,-2,0,7/16/2023 0:28
74,4,1,7/16/2023 10:36
74,-8,0,7/16/2023 16:09
74,-7,1,7/18/2023 2:33
74,-4,0,7/23/2023 7:26
74,-3,1,7/26/2023 3:33
74,-1,0,8/5/2023 1:47
74,-2,1,8/9/2023 23:58
74,3,0,8/18/2023 7:08
74,8,1,8/21/2023 12:08
74,3,0,8/23/2023 10:34
74,5,1,8/24/2023 20:11
74,-6,0,8/29/2023 18:49
74,-6,1,9/1/2023 11:35
74,8,0,9/8/2023 18:22
74,-3,1,9/9/2023 2:30
74,-4,0,9/13/2023 18:33
74,4,1,9/21/2023 16:41
74,-3,0,9/25/2023 10:42
74,6,1,9/29/2023 3:57
74,8,0,10/4/2023 10:36
74,-3,1,10/5/2023 9:51
74,-1,0,10/6/2023 11:05
74,-8,1,10/9/2023 6:24
74,-7,0,10/10/2023 3:43
74,6,1,10/21/2023 22:44
74,8,0,11/6/2023 17:41
74,7,1,11/23/2023 3:54
74,2,0,11/25/2023 12:01
74,-2,1,11/28/2023 5:04
74,-8,0,12/2/2023 11:43
74,-7,1,12/3/2023 8:08
74,4,0,12/10/2023 22:13
74,4,1,12/20/2023 4:26
74,-6,0,12/24/2023 6:11
74,-4,1,1/1/2024 16:37
74,6,0,1/5/2024 0:17
74,-5,1,1/7/2024 3:27
74,3,0,1/7/2024 19:23
